id,label,text,subject,speaker,speaker_job,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_fire_count,context,source,sensational_score,hedging_score,sentiment_compound
12799.json,mostly-true,Says Donald Trump games the U.S. visa system so he can hire temporary foreign workers at low wages.,immigration,michael-bloomberg,,New York,independent,0.0,2.0,2.0,3.0,0.0,a speech at the Democratic convention,LIAR,0.0,0.0,-0.2732
1265.json,mostly-true,Only 20 percent of Americans admit to being Republicans anymore.,elections,democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,an e-mail to reporters,LIAR,0.0,0.0,0.2023
11406.json,mostly-true,"There have been seven investigations (of Benghazi) led mostly by Republicans in the Congress that concluded nobody did anything wrong, but there were changes we could make.","congress,terrorism",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,on NBC's Today Show,LIAR,0.0,0.0,-0.2617
4934.json,true,Richard Cordrays nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history that a political party has blocked a nomination of someone because they didnt like the construction of the agency.,"consumer-safety,financial-regulation,government-regulation",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a Senate banking subcommittee hearing,LIAR,0.0,0.0,-0.1306
1536.json,mostly-true,The Republicans have repeatedly said that they agree with 80 percent of what's in our bill.,health-care,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a roundtable segment on NBC's Meet the Press,LIAR,0.0,0.0,0.3612
3940.json,pants-fire,Its just crazy that the government will ... make it illegal to use the old [incandescent] bulbs.,"energy,environment",mike-stenhouse,"chief executive officer, R.I. Center for Freedom and ProsperityState Policy Research Institute",Rhode Island,newsmaker,1.0,1.0,1.0,0.0,1.0,an appearance on a talk show,LIAR,0.0,0.0,-0.7184
4102.json,half-true,Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,"jobs,unions",sheila-oliver,Assemblywoman,New Jersey,democrat,0.0,1.0,1.0,3.0,0.0,a press release from Assembly Speaker Sheila Oliver (D-Essex),LIAR,0.0,0.0,0.3818
13174.json,half-true,"The Virginia population increased by just 8 percent from 2005 to 2015, but the per capita spending in the budget increased by a whopping 38 percent.","population,state-budget,state-finances",virginia-first-foundation,,,republican,0.0,0.0,1.0,0.0,0.0,a web video.,LIAR,0.0,0.0,0.4939
2385.json,false,Russ Feingold has not worked anywhere outside of politics.,"candidates-biography,message-machine",ron-johnson,,Wisconsin,republican,14.0,6.0,10.0,10.0,1.0,a campaign TV ad,LIAR,0.0,0.0,0.0
6746.json,barely-true,Eight million Americans have dropped out of the work force since (Barack) Obama became president. ... The real unemployment rate is 19 percent.,"economy,jobs,message-machine-2012",restore-our-future,super PAC,,republican,1.0,0.0,3.0,1.0,2.0,a campaign ad,LIAR,0.0,0.0,-0.4404
11426.json,barely-true,Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,"corporations,economy,federal-budget,financial-regulation,housing,transportation",erick-erickson,,,republican,1.0,2.0,0.0,0.0,0.0,a blog post,LIAR,0.0,0.0,-0.1027
7943.json,pants-fire,U.S. Rep. Phil Gingrey wants public schools to teach women to stay in their place.,"families,marriage,women",lauren-benedict,"Chairwoman, Georgia's WIN List",Georgia,democrat,0.0,0.0,0.0,0.0,1.0,a Georgia's WIN List press release,LIAR,0.0,0.0,0.0
2093.json,true,I never called for a partition of Iraq.,"iraq,abc-news-week",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,"ABC's ""This Week""",LIAR,0.0,0.0,0.0
10611.json,true,"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.","autism,children,disability,education,families,immigration,state-budget,state-finances",associated-press,journalists,,none,0.0,0.0,0.0,0.0,0.0,article,LIAR,0.0,0.0,0.2263
9421.json,pants-fire,Ken Block supports Obamacare.,"economy,health-care,message-machine-2014",allan-fung,"mayor, city of Cranston, R.I.",Rhode Island,republican,2.0,2.0,0.0,2.0,1.0,a TV commercial,LIAR,0.0,0.0,-0.1027
7131.json,barely-true,Says legislation supported by gay rights activists would strip mother and father from future Texas birth certificates.,"children,gays-and-lesbians,legal-issues",texas-values,,,none,1.0,1.0,0.0,0.0,0.0,"an interview aired by Austin’s KTBC-TV, Channel 7",LIAR,0.0,0.0,0.3182
4352.json,true,The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.,"deficit,federal-budget",bobby-scott,U.S. Congressman,Virginia,democrat,1.0,2.0,1.0,5.0,0.0,a news release.,LIAR,0.0,0.0,-0.6678
1586.json,mostly-true,"Rubio admitted he ""would have accepted the stimulus money.""",economy,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a news release,LIAR,0.0,0.0,0.3612
8032.json,barely-true,"This is the same (farm) bill we voted on a few weeks ago, with the exception of one or two sentences.","agriculture,federal-budget",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a news conference,LIAR,0.0,0.0,0.0516
1391.json,true,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",crime,bill-white,Former mayor of Houston,Texas,democrat,2.0,3.0,5.0,7.0,3.0,the biography on his campaign Web site,LIAR,0.0,0.0,-0.802
515.json,half-true,Casualties and deaths are at (their) lowest point since literally the beginning of the war.,iraq,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a town hall meeting in Nashville, Tenn.",LIAR,0.0,0.0,-0.7579
5025.json,barely-true,Says a trash mound on U.S. 290 is 800 feet tall.,"county-government,environment",richard-franklin-iii,,Texas,democrat,1.0,0.0,0.0,0.0,0.0,an address to the Central Texas Democratic Forum,LIAR,0.0,0.0,0.0
667.json,true,McCain voted 19 times against a minimum-wage increase.,federal-budget,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a speech at the Democratic National Convention in Denver,LIAR,0.0,0.0,0.3182
5903.json,half-true,Says Lee Leffingwell raised property taxes 20 percent in three years.,"city-budget,city-government,taxes",brigid-shea,"Principal, Carbon Shrinks LLC",Texas,democrat,0.0,0.0,1.0,1.0,0.0,a campaign mailer.,LIAR,0.0,0.0,0.0
3886.json,mostly-true,"Out of 150,000 tenured teachers in the last 10 years, only 17 have been dismissed for incompetence.",education,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a speech at the Harvard Graduate School of Education,LIAR,0.0,0.0,-0.5106
12063.json,pants-fire,"Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015:I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.",guns,viral-image,,,none,5.0,5.0,0.0,3.0,15.0,a blog post and subsequently reposted on Facebook.,LIAR,0.05,0.0,-0.1779
7755.json,half-true,Says Texas leads the nation in fatal industrial accidents.,labor,jim-marston,"Environmental Defense Fund vice president of energy program, director of Texas regional office",Texas,organization,0.0,0.0,1.0,0.0,0.0,a Texas Tribune interview,LIAR,0.0,0.0,-0.7003
9922.json,mostly-true,Much more than 50 percentof parents out there are spankers.,families,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"an interview on ESPN's ""Mike and Mike""",LIAR,0.0,0.0,0.0
9058.json,false,The American slave trade caused 5 million deaths or more.,history,jon-stewart,,,none,0.0,2.0,1.0,1.0,1.0,"a broadcast of ""The Daily Show""",LIAR,0.0,0.0,0.0
4088.json,true,There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.,"economy,government-efficiency,jobs,pundits,workers",paul-krugman,New York Times columnist,,none,0.0,2.0,3.0,4.0,0.0,"a ""New York Times"" column",LIAR,0.0,0.0,0.0
3412.json,mostly-true,Tapping the Strategic Petroleum Reserve would immediately lower gasoline prices,energy,jeff-merkley,U.S. Senator,Oregon,democrat,0.0,1.0,3.0,6.0,0.0,a letter to President Barack Obama,LIAR,0.0,0.0,-0.296
12949.json,barely-true,Says a CNN anchor said that Hillary Clinton has gotten a free ride so far from the media. Were the biggest ones supporting her campaign.,pundits,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a fundraising email,LIAR,0.05,0.0,0.7351
7561.json,barely-true,"Every day, about 100 people will be arrested for possession of marijuana in Georgia.","criminal-justice,drugs,marijuana",james-bell,"Director, Georgia C.A.R.E.",Georgia,none,1.0,0.0,0.0,0.0,0.0,press release,LIAR,0.0,0.0,-0.4767
11054.json,mostly-true,"The United States ranks second worst in income inequality across developed countries, after taxes and transfers.","economy,income,wealth",bobby-scott,U.S. Congressman,Virginia,democrat,1.0,2.0,1.0,5.0,0.0,a written statement.,LIAR,0.0,0.0,-0.3182
8998.json,half-true,The Redskins Training Camp deal generated $40 million in new private investment in the city.,"city-government,job-accomplishments",dwight-jones,"Mayor, City of Richmond",Virginia,democrat,1.0,1.0,1.0,1.0,0.0,a speech,LIAR,0.0,0.0,0.0
8364.json,half-true,"This year, the federal government will have more revenue than any year in the history of our country.","economy,federal-budget,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,"an interview on ABC's ""This Week""",LIAR,0.0,0.0,0.0
10622.json,barely-true,There was just about zero press coverage of the 2007 Bush White House email controversy.,transparency,juan-williams,"Pundit, Fox News",,none,2.0,0.0,2.0,1.0,0.0,"comments on ""Fox News Sunday""",LIAR,0.0,0.0,0.0
6169.json,mostly-true,"Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year.","economy,income,wealth",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a campaign speech,LIAR,0.0,0.0,0.2023
10190.json,barely-true,"Every time weve increased the minimum wage, weve seen a growth in jobs.","economy,income,jobs,labor,small-business,workers",ben-cardin,Senator,Maryland,democrat,1.0,0.0,0.0,0.0,0.0,"an interview on ""Fox News Sunday""",LIAR,0.0,0.0,0.5719
634.json,mostly-true,It (Georgia) was one of the earliest Christian nations. The king of then-Georgia in the third century converted to Christianity.,religion,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"Saddleback Valley Community Church in Orange County, Calif.",LIAR,0.0,0.0,0.0
5343.json,half-true,"Says a federal judge in San Antonio issued a ruling that not only could the students not pray at their graduation, if they used the word benediction, the word invocation, the word God, asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail.","legal-issues,religion",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,remarks after winning the South Carolina Republican presidential primary,LIAR,0.0,0.0,0.0356
6390.json,mostly-true,"In her nearly decade and (a) half in Congress, Tammy Baldwin has sponsored 105 bills. Only three have been enacted into law.","bipartisanship,congress,job-accomplishments",jeff-fitzgerald,Incoming speaker of state Assembly,Wisconsin,republican,2.0,0.0,1.0,2.0,2.0,a news release,LIAR,0.0,0.0,0.0
2435.json,true,Theres a big chunk of the country that thinks that I have been too soft on Wall Street.,"corporations,economy,market-regulation",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a town hall meeting,LIAR,0.0,0.0,0.0
5981.json,half-true,On transportation financing,"state-budget,transportation",chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,an Assembly Budget Committee hearing,LIAR,0.0,0.0,0.0
8982.json,true,Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.,military,bing-west,"Author, retired Marine officer",Rhode Island,none,0.0,0.0,0.0,0.0,0.0,a radio interview,LIAR,0.0,0.0,0.3612
8872.json,false,"According to (Barack) Obamas newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government, which is then used as justification for gun confiscation.","guns,health-care,privacy",mr-conservative,Conservative website,,none,0.0,1.0,0.0,0.0,1.0,a blog post,LIAR,0.05,0.0,-0.34
9719.json,half-true,"In the do-nothing Senate, there are 352 House bills sitting on Harry Reids desk awaiting action, including 55 introduced by Democrats.","congress,congressional-rules",lynn-jenkins,U.S. House of Representatives,Kansas,republican,0.0,0.0,1.0,0.0,0.0,a press conference,LIAR,0.0,0.0,0.0
10664.json,pants-fire,Says Ted Cruz just flip-flopped about the president needing to be U.S.-born.,candidates-biography,facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,an online meme,LIAR,0.0,0.0,0.0
632.json,false,"Barack Obama ""openly supported (opposition leader) Raila Odinga during his visit to Africa in 2006.""",foreign-policy,jerome-corsi,author,New Jersey,constitution-party,0.0,2.0,0.0,0.0,1.0,his book <i>The Obama Nation</i>. ,LIAR,0.0,0.0,0.3182
9570.json,half-true,Another great endorsement! Barrow Journal explains the difference between me and Jody Hice.,elections,mike-collins,"co-owner, Collins Industries",Georgia,republican,1.0,0.0,1.0,1.0,0.0,a Twitter post,LIAR,0.08,0.0,0.7712
3017.json,mostly-true,More than 125 jobs have been created at the Milwaukee Job Corps Center.,"job-accomplishments,jobs",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,a newsletter to Milwaukee residents,LIAR,0.0,0.0,0.25
1978.json,false,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,"kagan-nomination,supreme-court",elena-kagan,U.S. solicitor general,New York,democrat,0.0,0.0,1.0,0.0,0.0,a law review article,LIAR,0.0,0.0,0.5574
9245.json,false,"Ryan Sittons company accepted over $650,000 in Obama stimulus dollars.","candidates-biography,small-business,stimulus",young-conservatives-texas,Political group,Texas,republican,0.0,1.0,0.0,0.0,0.0,a press release,LIAR,0.0,0.0,0.2732
3936.json,mostly-true,An amendment inserted by lawmakers into the state budget exempts scientific researchers from all state animal cruelty laws.,"animals,state-budget",wisconsin-humane-society,Outside Group ,Wisconsin,organization,0.0,0.0,0.0,1.0,0.0,a news release,LIAR,0.0,0.0,-0.5994
9936.json,pants-fire,SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.,"agriculture,congress,voting-record,welfare",tom-cotton,U.S. House of Representatives,Arkansas,republican,3.0,4.0,2.0,3.0,1.0,a campaign ad,LIAR,0.0,0.0,0.0
13299.json,barely-true,Says Hillary Clinton wants to have open borders.,"crime,foreign-policy,homeland-security,human-rights,immigration",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the third 2016 presidential debate,LIAR,0.0,0.0,0.0
